Title,Year,IMDb,Rotten Tomatoes,Netflix,Hulu ,Prime Video,Disney,HBO,Apple,Genres
Ted Lasso,2020,8.8,95,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Comedy
