Apple,Disney+,Genres,HBO,Hulu,IMDb,Netflix,Prime Video,Rotten Tomatoes,Title,Year,_id
false,false,Documentary,false,false,7.2,true,false,70,Grass is Greener,2019,616528458a2fde8299a2ac90
false,false,"Action,Crime,Drama,Thriller",false,false,5.4,true,false,70,Ava,2020,616528458a2fde8299a2ac93
false,false,"Comedy,Crime",false,false,5.9,true,false,70,Go!,2020,616528458a2fde8299a2ac96
false,false,Drama,false,false,7.8,true,false,70,System Crasher,2019,616528458a2fde8299a2ac9b
false,false,"Comedy,Romance",false,false,5.7,true,false,70,The Wrong Missy,2020,616528458a2fde8299a2ac9f
false,false,"Action,Drama,War",false,false,7.2,true,false,70,Mosul,2020,616528458a2fde8299a2aca5
false,false,"Comedy,Drama",false,false,5.6,true,false,70,An Easy Girl,2019,616528458a2fde8299a2acac
false,false,Documentary,false,false,6.7,true,false,70,"There's Something in the Water",2019,616528458a2fde8299a2acb1
false,false,Comedy,false,false,5.9,true,false,69,"Frankenstein's Monster's Monster, Frankenstein",2019,616528458a2fde8299a2acbe
false,false,"Drama,Thriller",false,false,8.2,true,false,69,Disclosure,2020,616528458a2fde8299a2acc1
false,false,"Action,Crime,Sci-Fi,Thriller",false,false,6,true,false,69,Project Power,2020,616528458a2fde8299a2acca
false,false,Comedy,false,false,6.8,true,false,69,Death to 2020,2020,616528458a2fde8299a2acda
false,false,"Documentary,Biography,History",false,false,7,true,false,69,The Great Hack,2019,616528458a2fde8299a2acdc
false,false,"Animation,Short,Drama",false,false,7.8,true,false,69,If Anything Happens I Love You,2020,616528458a2fde8299a2ace4
false,false,"Crime,Drama,Horror,Thriller",false,false,6.3,true,false,69,The Forest of Love,2019,616528458a2fde8299a2ace7
false,false,Documentary,false,false,8,true,false,68,The Silence of Others,2019,616528458a2fde8299a2acf0
false,false,Drama,false,false,7.5,true,false,68,Rocks,2020,616528458a2fde8299a2acf4
false,false,Documentary,false,false,6.7,true,false,68,Giving Voice,2020,616528458a2fde8299a2acf6
false,false,"Animation,Action,Adventure,Family,Fantasy,Thriller",false,false,7.5,true,false,68,Ne Zha,2019,616528458a2fde8299a2acfd
false,false,"Action,Comedy,Crime,Drama",false,false,7.6,true,false,68,Ludo,2020,616528458a2fde8299a2ad00
false,false,"Documentary,Biography,History,Music",false,false,7.6,true,false,68,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,616528458a2fde8299a2ad03
false,false,"Documentary,Crime",false,false,7.2,true,false,68,American Murder: The Family Next Door,2020,616528458a2fde8299a2ad06
false,false,"Drama,Romance",false,false,5.2,true,false,68,After We Collided,2020,616528458a2fde8299a2ad0b
false,false,"Comedy,Drama,Romance",false,false,6,true,false,68,To All the Boys: P.S. I Still Love You,2020,616528458a2fde8299a2ad0e
false,false,"Action,Crime,Drama,Romance,Thriller",false,false,6.5,true,false,68,Malang,2020,616528458a2fde8299a2ad0f
false,false,"Comedy,Romance",false,false,6.2,true,false,68,Someone Great,2019,616528458a2fde8299a2ad10
false,false,"Drama,Romance",false,false,6.5,true,false,67,All the Bright Places,2020,616528458a2fde8299a2ad1c
false,false,Drama,false,false,6.7,true,false,67,18 Presents,2020,616528458a2fde8299a2ad25
false,false,"Documentary,Crime,Sport",false,false,7.6,true,false,67,Athlete A,2020,616528458a2fde8299a2ad2a
false,false,"Comedy,Romance",false,false,5.8,true,false,67,The Kissing Booth 2,2020,616528458a2fde8299a2ad32
false,false,"Animation,Adventure,Comedy,Family",false,false,6.4,true,false,67,The Angry Birds Movie 2,2019,616528458a2fde8299a2ad3b
false,false,"Documentary,Music",false,false,8.5,true,false,67,"Emicida: AmarElo - It's All for Yesterday",2020,616528458a2fde8299a2ad44
false,false,"Comedy,Drama,Romance",false,false,5.5,true,false,67,Ek Ladki Ko Dekha Toh Aisa Laga,2019,616528458a2fde8299a2ad48
