Apple,Disney,Genres,HBO,Hulu,IMDb Rating,Netflix,Num Votes,Prime,Release Date,Title,Year,_id
false,0,"Crime, Drama, Fantasy, Mystery",false,false,6,true,13295,false,3/25/2021,The Irregulars,2021,61651abd8a2fde8299a2aa62
,,"Adventure, Drama, Family, Fantasy, Mystery",,,7.1,,1620,,12/4/2020,The Hardy Boys,2020,61651abd8a2fde8299a2aa63
false,0,Drama,false,true,6.9,false,10688,false,11/10/2020,A Teacher,2020,61651abd8a2fde8299a2aa64
true,0,"Crime, Drama, Mystery",false,false,7.5,false,9022,false,4/3/2020,Home Before Dark,2020,61651abd8a2fde8299a2aa65
true,0,"Adventure, Drama, Thriller",false,false,7,false,8351,false,4/30/2021,The Mosquito Coast,2021,61651abd8a2fde8299a2aa66
false,0,"Crime, Drama, Mystery, Thriller",false,false,6.2,true,2426,false,8/13/2021,Disparu � jamais,2021,61651abd8a2fde8299a2aa67
,,"Animation, Short, Adventure, Comedy, Family, Fantasy",,,7.4,,95,,9/23/2021,The Croods: Family Tree,2021,61651abd8a2fde8299a2aa68
false,1,"Animation, Adventure, Comedy, Family, Fantasy",false,false,7.1,false,4977,false,7/7/2021,Monsters at Work,2021,61651abd8a2fde8299a2aa69
false,0,"Adventure, Drama, Mystery",false,false,7.4,false,13361,true,12/10/2020,The Wilds,2020,61651abd8a2fde8299a2aa6a
,,Drama,,,5.2,,341,,9/9/2021,"All the Queen's Men",2021,61651abd8a2fde8299a2aa6b
false,0,"Comedy, Drama, Family, Romance",false,false,7.2,false,228,true,9/2/2021,Back to the Rafters,2021,61651abd8a2fde8299a2aa6c
,,"Action, Adventure, Drama, History, War",,,7.9,,6534,,11/20/2019,Kurulus: Osman,2019,61651abd8a2fde8299a2aa6d
false,0,"Drama, Romance",false,false,7.4,true,17886,false,2/3/2021,Firefly Lane,2021,61651abd8a2fde8299a2aa6e
false,0,"Comedy, Drama, Romance",false,true,8.1,false,12201,false,6/17/2020,"Love, Victor",2020,61651abd8a2fde8299a2aa6f
,,"Documentary, Crime, Mystery",,,7.8,,129,,9/28/2021,Wild Crime,2021,61651abd8a2fde8299a2aa70
,,"Action, Adventure",,,5.4,,1079,,8/1/2020,Professionals,2020,61651abd8a2fde8299a2aa71
,,"Comedy, Crime, Thriller",,,7.3,,2343,,10/24/2019,Guilt,2019,61651abd8a2fde8299a2aa72
false,0,"Animation, Comedy, Sci-Fi",false,true,8,false,16316,false,5/8/2020,Solar Opposites,2020,61651abd8a2fde8299a2aa73
false,0,"Comedy, Drama, Romance",false,false,8.7,true,15824,false,6/1/2020,Saikojiman Gwaenchanha,2020,61651abd8a2fde8299a2aa74
,,"Comedy, Drama, Romance",,,5.7,,721,,10/8/2021,Pretty Smart,2021,61651abd8a2fde8299a2aa75
,,Drama,,,7.5,,602,,8/15/2021,The Newsreader,2021,61651abd8a2fde8299a2aa76
false,0,"Comedy, Drama, Thriller",false,false,7.1,true,2305,false,8/25/2021,Post Mortem: No One Dies in Skarnes,2021,61651abd8a2fde8299a2aa77
,,"Action, Crime, Mystery, Sci-Fi, Thriller",,,8.7,,2842,,3/3/2021,Mauseu,2021,61651abd8a2fde8299a2aa78
false,0,"Action, Drama, Mystery, Sci-Fi, Thriller",false,false,6.7,false,12288,true,9/24/2020,Utopia,2020,61651abd8a2fde8299a2aa79
false,0,"Drama, History, War",false,false,7.4,false,5313,true,5/13/2021,The Underground Railroad,2021,61651abd8a2fde8299a2aa7a
,,"Adventure, Comedy, Drama, Family, Mystery",,,7.7,,2784,,6/25/2021,The Mysterious Benedict Society,2021,61651abd8a2fde8299a2aa7b
false,0,Documentary,true,false,6.3,false,115,false,9/2/2021,Nuclear Family,2021,61651abd8a2fde8299a2aa7c
false,0,"Adventure, Drama, Family, Mystery",false,false,6.2,true,547,false,5/29/2021,Dive Club,2021,61651abd8a2fde8299a2aa7d
false,0,"Drama, Sci-Fi, Thriller",false,false,7.1,false,12758,true,7/15/2020,Brave New World,2020,61651abd8a2fde8299a2aa7e
,,"Drama, Romance",,,7.4,,10827,,5/19/2020,Sweet Magnolias,2020,61651abd8a2fde8299a2aa7f
false,1,"Crime, Drama, Mystery",false,false,6.5,false,2841,false,1/1/2020,Hightown,2020,61651abd8a2fde8299a2aa80
,,"Comedy, Drama",,,5.8,,216,,9/14/2021,Moonshine,2021,61651abd8a2fde8299a2aa81
false,0,"Documentary, Reality-TV",false,false,6.6,true,118,false,9/24/2021,Jailbirds New Orleans,2021,61651abd8a2fde8299a2aa82
,,Comedy,,,6.2,,1614,,4/1/2021,United States of Al,2021,61651abd8a2fde8299a2aa83
false,0,"Animation, Adventure, Comedy, Family, Music",false,false,7.5,true,40,false,9/28/2021,"Ada Twist, Scientist",2021,61651abd8a2fde8299a2aa84
false,0,Documentary,false,false,8.1,true,948,false,9/6/2021,Countdown: Inspiration4 Mission to Space,2021,61651abd8a2fde8299a2aa85
,,Comedy,,,5.2,,2318,,11/25/2020,Saved by the Bell,2020,61651abd8a2fde8299a2aa86
false,0,"Action, Adventure, Drama, History",false,false,7.2,true,20867,false,10/23/2020,Barbarians,2020,61651abd8a2fde8299a2aa87
false,0,"Adventure, Drama, Fantasy",false,false,5.9,true,26998,false,7/17/2020,Cursed,2020,61651abd8a2fde8299a2aa88
,,"Crime, Drama",,,6.1,,998,,2/3/2021,Pretty Hard Cases,2021,61651abd8a2fde8299a2aa89
,,"Crime, Drama, Fantasy, Horror, Mystery, Thriller",,,7.7,,11,,9/14/2021,Jiok,2021,61651abd8a2fde8299a2aa8a
,,"Biography, Crime, Drama",,,9.5,,131608,,10/9/2020,Scam 1992: The Harshad Mehta Story,2020,61651abd8a2fde8299a2aa8b
,,"Action, Crime, Drama, Mystery, Thriller",,,7.8,,160,,9/17/2021,Geomeun Taeyang,2021,61651abd8a2fde8299a2aa8c
,,"Crime, Drama, Mystery, Thriller",,,6.5,,7961,,2/11/2021,Clarice,2021,61651abd8a2fde8299a2aa8d
false,1,"Drama, Romance",false,false,6.7,false,3356,false,5/9/2021,The Pursuit of Love,2021,61651abd8a2fde8299a2aa8e
