Title,Year,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,HBO,Apple,Genres
A California Christmas,2020,5.8,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
XOXO,2016,5.3,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Music"
3022,2019,4.5,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sci-Fi
Tremors: Shrieker Island,2020,5.5,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller"
I Am Woman,2020,6.5,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Family,Romance"
The Outcasts,2017,5.5,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Sebastian Maniscalco: What's Wrong with People?,2012,8.1,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Desperados,2020,5.2,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
A Classic Horror Story,2021,5.7,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Horror,Mystery,Thriller"
Made You Look: A True Story About Fake Art,2020,7,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Crime"
Monty Python: Parrot Sketch Not Included,1989,8.1,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Accident,2009,6.6,57,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Drama
Ben Platt: Live from Radio City Music Hall,2020,8.4,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Music
The Princess Switch: Switched Again,2020,5.4,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Family,Romance"
Luck by Chance,2009,7.1,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Angela's Christmas,2017,7.1,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Short,Adventure,Family"
Ajeeb Daastaans,2021,6.7,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Fun Mom Dinner,2017,5.3,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Dabbe 5: Zehr-i Cin,2014,5.9,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery"
Dog Gone Trouble,2019,5.9,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Adventure,Comedy,Family,Music"
Raising the Bar,2017,5.6,57,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Drama,Family,Sport"
Kardec,2019,6.1,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Biography
The Devil Below,2021,4.2,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Thriller"
Catfight,2017,5.9,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy,Drama"
Tall Girl,2019,5.2,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Family,Romance"
Alone/Together,2019,6.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Gridlocked,2016,5.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Action
Mard Ko Dard Nahi Hota,2019,7.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy"
Craig Ferguson: Tickle Fight,2017,6.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Jeff Dunham's Very Special Christmas Special,2008,7.5,56,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Comedy
122,2019,6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Thriller"
Special Correspondents,2016,5.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Charming,2018,5.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Adventure,Comedy,Family,Fantasy,Musical"
Njan Prakashan,2018,7.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Sniper: Ghost Shooter,2016,5.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Drama,Thriller,War"
1898: Our Last Men in the Philippines,2016,6.5,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,History,War"
What Lies Below,2020,4.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery,Sci-Fi,Thriller"
Double World,2020,6.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Fantasy"
Kevin Hart: Zero F**ks Given,2020,6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Spy Kids: All the Time in the World,2011,3.5,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Adventure,Comedy,Crime,Family,Romance,Sci-Fi,Thriller"
The Irishman: In Conversation,2019,7.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Short"
I Called Him Morgan,2016,7.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Drama,History,Music"
Lost in London,2017,6.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Simon Killer,2012,6.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Thriller"
Peepli Live,2010,7.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Rudy Habibie,2016,7.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Romance"
Expelled from Paradise,2014,6.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Adventure,Drama,Fantasy,Thriller"
Guilty,2020,5.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biography,Comedy,Crime,Drama"
Katt Williams: American Hustle,2007,6.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Comedy"
Love on Delivery,1994,6.9,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
A Week Away,2021,5.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Family,Musical"
Tigertail,2020,6.5,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Paskal: The Movie,2018,6.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Drama"
Wild Oats,2016,5.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Comedy,Drama"
Revenger,2018,5.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Thriller"
Rubaru Roshni,2019,8.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
Kappela,2020,7.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
Cuties,2020,3.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Jim Jefferies: Intolerant,2020,7.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Dilan 1990,2018,7.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Dragon Tiger Gate,2006,6.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Drama,Fantasy"
Prom Night,2008,3.9,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery,Thriller"
Out of Thin Air,2017,6.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Crime"
Karthik Calling Karthik,2010,7.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Mystery,Romance,Thriller"
Mobile Suit Gundam III: Encounters in Space,1982,7.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Drama,Sci-Fi,War"
"Love, Guaranteed",2020,5.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
A Family,2021,7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama"
Spyder,2017,6.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Thriller"
Cosmic Sin,2021,2.5,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Sci-Fi"
Ana e Vitória,2018,6.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biography,Comedy,Music,Musical,Romance"
Birdshot,2017,6.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Mystery,Thriller"
X-Large,2011,7.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Family"
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019,7.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Pretty Guardians Sailor Moon Eternal The MOVIE - Part 1,2021,7.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,2011,8.5,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Mumbai Diaries,2010,7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Cousins,2021,7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Heaven Without People,2017,7.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Road to Roma,2020,7.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
Phobia 2,2009,6.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Fantasy,Horror,Mystery,Thriller"
Mr. Roosevelt,2017,6.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Ee Nagaraniki Emaindi,2018,7.9,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Ani... Dr. Kashinath Ghanekar,2018,8.5,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Let It Fall: Los Angeles 1982-1992,2017,7.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,History"
White Boy,2017,7.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Crime"
Fashion,2008,6.9,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Godzilla: The Planet Eater,2018,5.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Adventure,Sci-Fi"
Walt Disney Animation Studios Short Films Collection,2015,7.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Adventure,Comedy,Family"
Death of Me,2020,4.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery,Thriller"
Sniper: Legacy,2014,5.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Thriller,War"
Words Bubble Up Like Soda Pop,2021,7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Drama,Romance"
Dynasty Warriors,2021,4.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Fantasy"
Coded Bias,2020,6.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
Starting Over Again,2014,7.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Phir Bhi Dil Hai Hindustani,2000,6.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Musical,Romance"
Dedh Ishqiya,2014,7.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance,Thriller"
Dance of the 41,2020,6.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,History"
Love in a Puff,2010,7.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
School Life,2019,6.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
The After Party,2018,5.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Music"
Await Further Instructions,2018,4.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery,Sci-Fi"
I Am Michael,2015,5.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Romance"
Cadaver,2020,5.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery,Thriller"
Results,2015,5.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
Mobile Suit Gundam I,1981,7.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Drama,Sci-Fi,War"
A Christmas Prince: The Royal Baby,2019,5.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Family,Romance"
The Long Dumb Road,2018,6.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Demetri Martin: Live (At The Time),2015,7.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Comedy"
This Little Love of Mine,2021,5.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Romance
"El Pepe, A Supreme Life",2019,7.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Biography"
My Suicide,2009,7.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Amy Schumer: Growing,2019,5.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Zozo,2005,6.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Family,War"
Debt Collectors,2020,5.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy"
Can't Complain,2007,7.5,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Mystery,Romance,Thriller"
Clinical,2017,5.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Thriller"
Sky Ladder: The Art of Cai Guo-Qiang,2017,7.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
Rowdy Rathore,2012,5.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy,Crime"
Sebastian Maniscalco: Why Would You Do That?,2016,7.4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Ordinary People,2016,7.3,56,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
Bigfoot Family,2020,5.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Adventure,Family"
The Minimalists: Less Is Now,2021,5.9,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
Iliza Shlesinger: Freezing Hot,2015,6.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Comedy"
The Most Unknown,2018,6.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
Rich in Love,2020,5.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
Deep,2021,4.9,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Mystery,Sci-Fi,Thriller"
Biking Borders - eine etwas andere Reise,2021,7.9,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
Ghost Lab,2021,5.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Horror,Thriller"
Uppity: The Willy T. Ribbs Story,2020,7.7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
The Legacy of a Whitetail Deer Hunter,2018,5.5,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
How to Get Over a Breakup,2018,6.2,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Between Worlds,2018,4,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fantasy,Thriller"
A Perfect Fit,2021,5.3,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Sillu Karupatti,2019,8.1,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Jiu Jitsu,2020,2.9,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Sci-Fi,Thriller"
Loev,2016,5.8,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Chelsea Peretti: One of the Greats,2014,7,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
The Last Laugh,2019,5.6,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Thriller"
Dil,1990,6.7,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Mike Birbiglia: What I Should Have Said Was Nothing,2008,7.6,55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Comedy
The Same Blood,2019,6.1,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Mystery,Thriller"
Nigerian Prince,2018,5.8,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Thriller"
Iliza Shlesinger: Confirmed Kills,2016,6.6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,2016,6.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Adventure,Comedy,Crime"
An Ordinary Man,2018,5.6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Thriller,War"
The Silence of the Marsh,2019,4.9,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Crime,Horror,Thriller"
MFKZ,2018,6.7,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Comedy,Sci-Fi,Thriller"
The Most Hated Woman in America,2017,6.1,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,History"
Fireworks,2017,5.6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Romance,Thriller"
Bébé's Kids,1992,5.8,55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Animation,Comedy,Fantasy,Musical"
My Little Pony: Equestria Girls - Legend of Everfree,2016,6.5,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Comedy,Family,Fantasy,Musical"
Prime Time,2021,5.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Thriller"
Wedding Unplanned,2017,6.2,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Banana Split,2018,6.2,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Hannibal Buress: Comedy Camisado,2016,6.6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Father of the Year,2018,5.2,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Hot Sweet Sour,2017,6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Doom: Annihilation,2019,3.7,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Horror,Sci-Fi,Thriller"
Legends of the Hidden Temple,2016,5.7,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Adventure,Family"
Taxi No. 9 2 11: Nau Do Gyarah,2006,7.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Thriller"
Ajab Prem Ki Ghazab Kahani,2009,6.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy,Romance"
Mallesham,2019,8.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Biography
Four Sisters and a Wedding,2013,7.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Crazy Beautiful You,2015,7.2,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Organize İşler: Sazan Sarmalı,2019,6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Baggio: The Divine Ponytail,2021,6.1,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Sport"
Patrick,2018,5.9,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Family,Romance"
I Am Jonas,2018,7,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Mystery,Romance"
Jarhead: Law of Return,2019,5.7,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Drama,War"
The Clapper,2018,5.1,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Force 2,2016,6.2,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Thriller"
Jab Harry Met Sejal,2017,5.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Hating Peter Tatchell,2020,7.8,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
Baaghi,2016,5.2,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Romance,Thriller"
Sarah Silverman: A Speck of Dust,2017,6.8,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Middle of Nowhere,2012,6.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
MOTHER,2020,6.8,55,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Horror,Mystery"
Dreamy Eyes,2019,7,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Whose Streets?,2017,5.5,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
The Scorpion King: Book of Souls,2018,4.7,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Fantasy"
The Crystal Calls - Making The Dark Crystal: Age of Resistance,2019,7.6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
Sextuplets,2019,4.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Jem and the Holograms,2015,4.2,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Adventure,Drama,Family,Fantasy,Music,Romance,Sci-Fi"
Rip Tide,2017,5.5,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Family"
7 Years,2016,6.8,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Gabriel Iglesias: One Show Fits All,2019,7.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Luciano Mellera: Infantiloide,2018,8.2,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Menashe,2017,6.5,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
The Girl on the Train,2021,4.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Mystery,Thriller"
Mercy Black,2019,4.9,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery,Thriller"
Swearnet: The Movie,2014,5.9,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
I Fine..Thank You..Love You,2014,7,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
Monsoon,2020,6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,History,Romance"
The Players,2012,5.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Nate Bargatze: The Tennessee Kid,2019,7.6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
The Warriors Gate,2016,5.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Comedy,Family,Fantasy"
Sebastian Maniscalco: Stay Hungry,2019,7.1,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
Rurouni Kenshin: The Beginning,2021,8,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Drama"
One,2021,6.6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
Laddaland,2011,6.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Horror,Mystery"
BuyBust,2018,5.8,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Thriller"
Garfunkel and Oates: Trying to be Special,2016,7.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Music"
Travis Scott: Look Mom I Can Fly,2019,6.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Music"
Uma Maheswara Ugra Roopasya,2020,7.8,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
ABCD,2013,6.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Music"
Fire in Paradise,2019,7.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Short"
From One Second to the Next,2013,7.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Short"
Residue,2020,6.5,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Horror,Thriller"
Dancing Queens,2021,5.5,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Company of Heroes,2013,5.1,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,War"
Jeff Dunham: Minding the Monsters,2012,7.1,55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Comedy
Half Girlfriend,2017,4.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Shaun the Sheep: The Farmer's Llamas,2015,6.8,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Comedy,Family"
I See You,2017,7.7,55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Crime,Drama,Horror,Mystery,Thriller"
Girls und Panzer: The Movie,2015,7.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Comedy,Sport,War"
Septembers of Shiraz,2015,6.2,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Thriller
Mobile Suit Gundam II: Soldiers of Sorrow,1981,7.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Drama,Sci-Fi,War"
Manorama Six Feet Under,2007,7.6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Mystery,Thriller"
Transformer,2018,7.3,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Horror,Sci-Fi"
The Plagues of Breslau,2018,5.8,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Mystery,Thriller"
The Ruthless,2019,6.1,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama"
Humpty Sharma Ki Dulhania,2014,6,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
The Mars Generation,2017,6.4,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
It's for Your Own Good,2017,5.5,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
Dave Chappelle: The Kennedy Center Mark Twain Prize,2020,7.5,55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
