Title,Year,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,HBO,Apple,Genres
Ammonite,2020,6.5,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Romance"
Derek DelGaudio's In & of Itself,2020,8.3,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
High-Rise,2015,5.6,67,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Drama,Sci-Fi"
Somewhere,2010,6.3,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Dragonfly,2002,6.1,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Fantasy,Mystery,Romance,Thriller"
Red Dawn,2012,5.4,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Drama"
"Where'd You Go, Bernadette",2019,6.5,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Borg vs McEnroe,2017,6.9,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Sport"
Brüno,2009,5.8,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Comedy
Babyteeth,2020,7.2,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Music,Romance"
Kung Pow: Enter the Fist,2002,6.2,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy"
The United States vs. Billie Holiday,2021,6.3,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Music"
The Congress,2013,6.5,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Animation,Drama,Sci-Fi"
Jesus Camp,2006,7.4,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
A Hologram for the King,2016,6.1,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
The Connection,2014,7.1,67,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Action,Crime,Thriller"
The Haunting in Connecticut,2009,5.9,67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Horror,Mystery,Thriller"
Destroyer,2018,6.2,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Drama,Mystery,Thriller"
McLintock!,1963,7.2,66,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Comedy,Romance,Western"
The Assistant,2020,6.3,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
Rookie of the Year,1993,6.1,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Family,Fantasy,Sport"
The Condemned,2007,6,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Thriller"
Grudge Match,2013,6.4,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Sport"
Spare Parts,2015,7.3,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Horror"
Spontaneous,2020,6.5,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Horror,Romance"
My Friend Dahmer,2017,6.2,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Horror"
AKA Jane Roe,2020,6.9,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Pietà,2012,7.2,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Horror"
Charlotte's Web,1973,6.9,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Comedy,Family,Fantasy"
Grandma,2015,6.7,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Rebel in the Rye,2017,6.7,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Romance,War"
Cyrus,2010,6.3,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
The Pawnbroker,1965,7.7,66,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Drama
Places in the Heart,1984,7.4,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
Unacknowledged,2017,7,66,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Documentary
Beirut,2018,6.5,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Drama,Thriller"
Sword Art Online: The Movie - Ordinal Scale,2017,7.4,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Adventure,Fantasy,Sci-Fi"
Wild Rose,2019,7.2,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Music"
Trial by Fire,2019,7,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama"
Pan,2015,5.7,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Comedy,Family,Fantasy"
McQueen,2018,7.8,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Documentary,Biography"
The Man Who Killed Don Quixote,2018,6.4,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Comedy,Drama,Fantasy"
The Last House on the Left,1972,6,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Horror,Thriller"
The Sitter,2011,5.7,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Comedy
Children of the Corn,1984,5.6,66,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Horror,Thriller"
Family Law,2006,6.9,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Crime,Drama,Family"
Borgman,2013,6.8,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Horror,Mystery,Thriller"
Don't Think Twice,2016,6.7,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Fired Up!,2009,6.1,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Sport"
Active Measures,2018,7.9,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Second Act,2018,5.8,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Step Up 3D,2010,6.2,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Music,Romance"
The Painted Bird,2019,7.4,66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,War"
How to Train Your Dragon: Homecoming,2019,7.4,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Adventure,Drama,Family,Fantasy"
Sweet Bean,2015,7.4,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
The Guilt Trip,2012,5.7,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
The Colony,2013,5.3,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sci-Fi,Thriller"
Thunderheart,1992,6.8,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Crime,Mystery,Thriller"
The World to Come,2020,6.2,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
"Hello, My Name Is Doris",2015,6.6,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Ben Is Back,2018,6.7,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
"Elvira, Mistress of the Dark",1988,6.6,65,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Talk-Show
2 Days in Paris,2007,6.8,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Like Someone in Love,2012,7,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
Jawline,2019,6,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Rare Exports: A Christmas Tale,2010,6.7,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Fantasy,Horror"
Gretel & Hansel,2020,5.4,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fantasy,Horror,Mystery,Thriller"
Mr. Jones,2019,6.9,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Thriller"
The Limehouse Golem,2016,6.3,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Crime,Mystery,Thriller"
Wilde,1997,6.9,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Romance"
Open Water,2004,5.7,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Drama,Horror,Thriller"
Monster Trucks,2016,5.7,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi"
Ri¢hie Ri¢h,1994,5.4,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Family"
Enforcement,2020,6.5,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Drama,Thriller"
The Escort,2015,6,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Silk Road,2021,5.9,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Thriller"
The Quake,2018,6.2,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Drama,Thriller"
Shadow in the Cloud,2021,4.8,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Horror,War"
Young Sherlock Holmes,1985,6.8,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Fantasy,Mystery,Thriller"
The Man Who Invented Christmas,2017,7,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Comedy,Drama"
Devil's Knot,2013,6.1,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Crime,Drama,Thriller"
Monos,2019,6.9,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Drama,Thriller"
Hearts Beat Loud,2018,6.9,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Music"
Dinosaur 13,2014,7.2,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
78/52,2017,7.3,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
We Are Freestyle Love Supreme,2020,6.8,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Blair Witch,2016,5,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery,Thriller"
The Rhythm Section,2020,5.3,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Drama,Mystery,Thriller"
A Field in England,2013,6.3,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,History,Horror,Mystery"
A Beautiful Planet,2016,7.4,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Manic,2001,7.2,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
The Indian in the Cupboard,1995,6,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Family,Fantasy"
The Chumscrubber,2005,6.9,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Amazing Grace,2018,7.5,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
Beats Rhymes & Life: The Travels of A Tribe Called Quest,2011,7.7,64,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Documentary,Music"
Plus One,2019,6.6,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Luce,2019,6.7,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Mystery"
I Still Believe,2020,6.5,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Music,Romance"
Last Chance Harvey,2008,6.6,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
The Tuxedo,2002,5.4,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy,Sci-Fi"
Fear of Rain,2021,5.9,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Horror,Thriller"
Southbound,2015,5.9,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Horror
The Best Man,1999,6.8,64,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Lo and Behold: Reveries of the Connected World,2016,7,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
The Queen of Versailles,2012,7.1,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Intermission,2003,6.8,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Crime,Drama,Romance"
Lords of Chaos,2018,6.6,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Horror,Music,Thriller"
Playing It Cool,2014,6,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
Poetic Justice,1993,6.1,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Sweet Virginia,2017,6.2,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Drama,Thriller"
Framing Britney Spears,2021,6.9,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Shirley,2020,6.1,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Mystery,Thriller"
Reno 911!: Miami,2007,5.9,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Crime"
The Little Hours,2017,5.8,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
The Relic,1997,5.8,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery,Sci-Fi,Thriller"
Assassination Nation,2018,6,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy,Crime,Drama,Horror,Thriller"
Terminal,2018,5.4,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
They Came Together,2014,5.6,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
Totally Under Control,2020,7.7,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
31,2016,5.1,64,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Horror,Thriller"
Once Upon a Time in Venice,2017,5.3,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy"
The Spy Next Door,2010,5.5,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy,Family"
The Rewrite,2014,6.3,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
Brian Banks,2019,7.2,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,Sport"
Soul Food,1997,7,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
My Scientology Movie,2016,6.7,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Hail Satan?,2019,7.3,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Tiny Toon Adventures: How I Spent My Vacation,1992,8,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Animation,Adventure,Comedy,Family,Fantasy"
Little Fish,2021,6.9,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance,Sci-Fi"
Aniara,2019,6.2,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Sci-Fi"
Woman at War,2018,7.4,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Comedy,Drama,Thriller"
Beach Rats,2017,6.4,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
The Hero,2017,6.5,63,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Drama,Romance,Western"
The Trip to Greece,2021,6.6,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Mad Detective,2007,7.2,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Mystery,Thriller"
The Wrecking Crew,2008,7.6,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Comedy,Crime,Drama,Thriller"
Two of Us,2019,7.1,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Hounds of Love,2016,6.5,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Horror,Thriller"
Walking Tall,1973,6.9,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Crime"
The Postcard Killings,2020,5.7,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Thriller"
Barking Dogs Never Bite,2000,7,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Comedy
High Strung,2016,6.4,63,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Drama,Music,Romance"
Tooth Fairy,2010,5,63,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Fantasy,Horror,Mystery,Thriller"
Chappaquiddick,2018,6.5,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,History,Thriller"
Angel of Mine,2019,6.4,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Mystery,Thriller"
The Assassin,2015,6.3,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Drama,Thriller"
Trigun: Badlands Rumble,2010,7.5,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Adventure,Comedy,Sci-Fi"
4th Man Out,2015,6.7,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Southside with You,2016,6.2,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,History,Romance"
Band Aid,2017,6.6,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Music,Romance"
Virtuosity,1995,5.6,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Sci-Fi,Thriller"
It's a Disaster,2013,6.4,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Moffie,2020,6.9,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance,War"
I Am Greta,2020,7.5,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Documentary,Biography"
Dealt,2017,7.6,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Documentary,Biography"
The Unknown Girl,2016,6.5,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Mystery,Thriller"
Sleepwalkers,1992,5.3,63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fantasy,Horror"
Meek's Cutoff,2010,6.6,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Drama,Thriller,Western"
The Painter and the Thief,2020,7.6,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
The Keeping Room,2014,6,62,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Drama,Western"
Buffaloed,2020,6.3,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Flower,2017,6,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Villains,2019,6.2,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Horror,Thriller"
Miss Stevens,2016,6.6,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
The Kid,2019,5.9,62,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"Biography,Drama,Western"
The Scent of Green Papaya,1993,7.4,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Music,Romance"
The Beach Bum,2019,5.5,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Comedy
2067,2020,4.9,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Sci-Fi
Teen Titans Go! vs. Teen Titans,2019,6.9,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi"
Daphne,2017,6.1,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Cowboys,2020,6,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Western
Tragedy Girls,2017,6,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Crime,Horror"
The Man Who Killed Hitler and Then the Bigfoot,2019,5.7,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Drama,Sci-Fi,War"
Vox Lux,2018,5.8,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Music"
Just Wright,2010,5.9,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance,Sport"
The Binge,2020,5.2,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Comedy
Shine a Light,2008,7.2,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Documentary,Biography,Music"
MLK/FBI,2021,6.9,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
New in Town,2009,5.6,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
Support the Girls,2018,6.4,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama"
Proxima,2019,6.4,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Drama,Sci-Fi"
Blue Chips,1994,6.2,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Sport"
Middle School: The Worst Years of My Life,2016,6.1,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Animation,Comedy,Family"
In the Cut,2003,5.3,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mystery,Thriller"
For Richer or Poorer,1997,5.8,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Comedy
One for the Money,2012,5.3,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy,Crime,Thriller"
kid 90,2021,6.9,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Documentary,Biography,History"
Evening,2007,6.5,62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
The Courier,2019,4.8,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Thriller
The Festival,2018,5.8,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Music,Romance"
Here to be Heard: The Story of The Slits,2018,7.2,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Documentary,Music"
68 Kill,2018,6,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Crime,Romance,Thriller"
Factotum,2005,6.6,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
The Ramen Girl,2008,6.3,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
And So It Goes,2014,5.8,61,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Were the World Mine,2008,6.9,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Comedy,Fantasy,Musical,Romance"
Batman & Bill,2017,8,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Documentary,Animation,Mystery"
The Tax Collector,2020,4.8,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Crime,Drama,Thriller"
Blue Sky,1994,6.4,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Dismissed,2017,5.7,61,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Drama,Thriller"
The Outside Story,2021,6.1,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
Spree,2020,5.9,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Crime,Drama,Horror,Thriller"
Dear Comrades!,2020,7.3,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,History"
WeWork: or The Making and Breaking of a $47 Billion Unicorn,2021,6.6,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Princess Cyd,2017,6.7,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Ode to Joy,2019,6.4,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
The China Hustle,2018,7.2,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Documentary
Those People,2015,6.5,61,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Drama,Romance"
Girls Just Want to Have Fun,1985,6,61,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Comedy,Music,Romance"
Black Gold,2011,6.7,61,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Action,Drama,History,War"
"Race for Your Life, Charlie Brown",1977,7.3,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Animation,Adventure,Comedy,Family"
The Cave,2019,7.5,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Horror,Sci-Fi,Thriller"
Time Freak,2018,5.8,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance,Sci-Fi"
Eliminators,2016,5.6,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Action,Thriller"
Wild Mountain Thyme,2020,5.6,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
Save Yourselves!,2020,5.8,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Adventure,Comedy,Sci-Fi"
Spinning Man,2018,5.6,61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Mystery,Thriller"
12 Hour Shift,2020,5.4,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Comedy,Horror,Thriller"
Skate Kitchen,2018,6.9,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
The Hunchback of Notre Dame,1923,7.2,60,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"Animation,Drama,Family,Musical,Romance"
Margarita with a Straw,2015,7.2,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
Beasts Clawing at Straws,2020,7.1,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Crime,Drama,Thriller"
Elena Undone,2010,6.1,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
Anacondas: The Hunt for the Blood Orchid,2004,4.7,60,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Action,Adventure,Horror,Thriller"
An American Haunting,2005,5.1,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,History,Horror,Mystery,Thriller"
Last Days Here,2011,7.5,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Documentary,Music"
Back in Time,2015,6.3,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Documentary,Family,History"
Flesh and Blood,2017,5.5,60,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Adventure,Drama"
Clemency,2019,6.5,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Drama
Foxfire,1996,6.2,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance"
