_id,Title,Year,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,HBO,Apple,Genres
6165e0ee8a2fde8299a2d4a3,The Kissing Booth 2,2020,5.8,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Romance"
6165e0ee8a2fde8299a2d4ac,The Angry Birds Movie 2,2019,6.4,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Animation,Adventure,Comedy,Family"
6165e0ee8a2fde8299a2d4b5,Emicida: AmarElo - It's All for Yesterday,2020,8.5,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Music"
6165e0ee8a2fde8299a2d4b9,Ek Ladki Ko Dekha Toh Aisa Laga,2019,5.5,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Romance"
6165e0ee8a2fde8299a2d4bb,Rising Phoenix,2020,8.1,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Documentary,Sport"
6165e0ee8a2fde8299a2d4bc,The Wolf's Call,2019,6.9,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Adventure,Sci-Fi,Thriller"
6165e0ee8a2fde8299a2d4be,John Mulaney & The Sack Lunch Bunch,2019,7.5,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Family,Musical"
6165e0ee8a2fde8299a2d4c1,The Occupant,2020,6.4,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Adventure,Drama,Thriller"
6165e0ee8a2fde8299a2d4c2,The Body Remembers When the World Broke Open,2019,6.9,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
6165e0ee8a2fde8299a2d4d5,Ophelia,2019,6.6,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Romance,Thriller"
6165e0ee8a2fde8299a2d4e2,Tread,2020,7.1,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Documentary
6165e0ee8a2fde8299a2d4e4,Kevin Hart: Irresponsible,2019,6.5,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Comedy
6165e0ee8a2fde8299a2d4e5,In the Tall Grass,2019,5.4,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Horror,Mystery,Sci-Fi,Thriller"
6165e0ee8a2fde8299a2d4eb,The Lovebirds,2020,6.1,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Comedy,Crime,Mystery,Romance,Thriller"
6165e0ee8a2fde8299a2d4ed,Sergio,2020,6.1,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Biography,Drama,History,Romance"
6165e0ee8a2fde8299a2d4f0,Then Came You,2019,7,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Adventure,Comedy,Drama"
6165e0ee8a2fde8299a2d4f2,Jenny Slate: Stage Fright,2019,5.9,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Reality-TV"
6165e0ee8a2fde8299a2d4fc,Lingua Franca,2020,6.4,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Drama
6165e0ee8a2fde8299a2d4ff,High Flying Bird,2019,6.2,66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Sport"
6165e0ee8a2fde8299a2d503,The Silence,2019,5.3,65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Horror,Sci-Fi,Thriller"
6165e0ee8a2fde8299a2d50e,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,6.9,65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Short,Comedy,Music,Sport"
6165e0ee8a2fde8299a2d513,Close,2019,5.7,65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Action,Drama,Thriller"
6165e0ee8a2fde8299a2d516,The Prom,2020,5.9,65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Comedy,Drama,Musical"
6165e0ee8a2fde8299a2d51e,Beats,2019,6.4,65,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Comedy,Crime,Drama,Music"
6165e0ee8a2fde8299a2d51f,Lost Girls,2020,6.1,65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Drama,Mystery,Thriller"
