Disney+ subscriber numbers worldwide 2020-2021,
Disney+'s number of subscribers worldwide from 1st quarter 2020 to 2nd quarter 2021 (in millions),
,
Q1 2020,26.5
Q2 2020,33.5
April 2020*,50
May 2020**,54.5
June 2020***,57.5
Aug 2020***,60.5
Q4 2020,73.7
Q1 2021,94.9
Q2 2021,103.6
Q3 2021,116
