Genres,IMDb,Netflix,Rotten Tomatoes,Title,Year,_id
"Documentary,Music",6.9,true,60,Echo in the Canyon,2019,6163f0ed62fe85987e156f1a
Thriller,5.8,true,60,The Wedding Guest,2019,6163f0ed62fe85987e156f1b
"History,Sport,Thriller",6.2,true,60,The Coldest Game,2019,6163f0ed62fe85987e156f20
"Adventure,Comedy,Drama,Fantasy,Romance",5.6,true,60,The Knight Before Christmas,2019,6163f0ed62fe85987e156f27
"Comedy,Drama,Fantasy,Romance,Sport",7.2,true,60,Seventeen,2019,6163f0ed62fe85987e156f2a
"Action,Crime,Thriller",5.6,true,60,Inside Man: Most Wanted,2019,6163f0ed62fe85987e156f40
"Drama,Romance",7.1,true,60,Tune in for Love,2019,6163f0ed62fe85987e156f46
"Action,Drama,Thriller",6.6,true,60,Romeo Akbar Walter,2019,6163f0ed62fe85987e156f4b
"Adventure,Drama,Sci-Fi",4.7,true,59,IO,2019,6163f0ed62fe85987e156f4e
"Comedy,Romance",6.9,true,59,Straight Up,2019,6163f0ed62fe85987e156f6c
"Animation,Action,Adventure,Comedy,Family",7,true,59,"Rocko's Modern Life: Static Cling",2019,6163f0ed62fe85987e156f6f
Comedy,7,true,59,Anthony Jeselnik: Fire in the Maternity Ward,2019,6163f0ed62fe85987e156f75
"Crime,Drama,Mystery,Thriller",8.6,true,59,K. D.,2019,6163f0ed62fe85987e156f84
Comedy,7.4,true,59,Ronny Chieng: Asian Comedian Destroys America!,2019,6163f0ed62fe85987e156f89
"Drama,Thriller",6.4,true,59,Mine 9,2019,6163f0ed62fe85987e156f91
"Biography,Drama",7.5,true,59,The Grizzlies,2019,6163f0ed62fe85987e156f9a
"Documentary,Music",7.3,true,59,ReMastered: The Two Killings of Sam Cooke,2019,6163f0ed62fe85987e156f9e
"Documentary,Biography,Drama",6.4,true,59,Framing John DeLorean,2019,6163f0ed62fe85987e156fa2
"Animation,Adventure,Drama,Family,Fantasy,Mystery,Sci-Fi",6.5,true,59,Children of the Sea,2019,6163f0ed62fe85987e156fab
"Drama,Mystery",6.2,true,59,A Land Imagined,2019,6163f0ed62fe85987e156fb0
"Action,Adventure,Comedy,Sci-Fi",5,true,58,Iron Sky: The Coming Race,2019,6163f0ed62fe85987e156fb8
Drama,5.5,true,58,Burning Cane,2019,6163f0ed62fe85987e156fc6
Thriller,5.8,true,58,Strange But True,2019,6163f0ed62fe85987e156fd6
"Horror,Music,Thriller",5.2,true,58,We Summon the Darkness,2019,6163f0ed62fe85987e156fde
"Animation,Action,Family,Fantasy",5.7,true,58,Pokémon: Mewtwo Strikes Back - Evolution,2019,6163f0ed62fe85987e156fe1
"Biography,Drama,Sport",7,true,58,Ride Like a Girl,2019,6163f0ed62fe85987e156fe2
