Genres,IMDb,Netflix,Rotten Tomatoes,Title,Year,_id
"Family,Fantasy,Musical",6.5,true,63,Jingle Jangle: A Christmas Journey,2020,616528458a2fde8299a2ae25
"Drama,Horror,Romance",6.5,true,63,Inhuman Kiss,2019,616528458a2fde8299a2ae2a
"Comedy,Drama,Romance",6.1,true,63,Holiday in the Wild,2019,616528458a2fde8299a2ae2e
"Drama,Thriller",6.2,true,63,The Hummingbird Project,2019,616528458a2fde8299a2ae3a
"Documentary,Music",7.5,true,63,BLACKPINK: Light Up the Sky,2020,616528458a2fde8299a2ae43
"Action,Biography,Crime,Drama",6.5,true,63,Master Z: Ip Man Legacy,2019,616528458a2fde8299a2ae51
"Comedy,Mystery",5.2,true,63,Hubie Halloween,2020,616528458a2fde8299a2ae52
"Drama,Horror,Mystery",6.6,true,63,Bulbbul,2020,616528458a2fde8299a2ae55
"Comedy,Crime,Romance",6.3,true,63,Furie,2019,616528458a2fde8299a2ae58
"Drama,Horror,Mystery,Thriller",8.2,true,63,The Blue Elephant Part 2,2019,616528458a2fde8299a2ae59
"Documentary,Music",7.4,true,63,"Everybody's Everything",2019,616528458a2fde8299a2ae60
Documentary,7.4,true,63,Capital in the Twenty-First Century,2019,616528458a2fde8299a2ae65
"Action,Adventure,Comedy,Sci-Fi",5.2,true,63,Rim of the World,2019,616528458a2fde8299a2ae66
"Animation,Drama,Family",7.5,true,63,Violet Evergarden: Eternity and the Auto Memory Doll,2019,616528458a2fde8299a2ae6d
"Action,Drama,Horror,Thriller",6.3,true,62,#Alive,2020,616528458a2fde8299a2ae71
Comedy,7.8,true,62,Aziz Ansari: Right Now,2019,616528458a2fde8299a2ae74
"Horror,Mystery,Thriller,Western",5.6,true,62,The Wind,2019,616528458a2fde8299a2ae77
"Comedy,Drama,Family",6.3,true,62,Feel the Beat,2020,616528458a2fde8299a2ae79
"Adventure,Drama,Family,History,Romance",7.1,true,62,Silver Skates,2020,616528458a2fde8299a2ae7b
Drama,5.8,true,62,Choked: Paisa Bolta Hai,2020,616528458a2fde8299a2ae7e
"Action,Comedy,Drama",7.3,true,62,Ala Vaikunthapurramuloo,2020,616528458a2fde8299a2ae81
"Action,Drama,Mystery,Thriller",5.7,true,62,The Operative,2019,616528458a2fde8299a2ae82
Comedy,7.9,true,62,Hannah Gadsby: Douglas,2020,616528458a2fde8299a2ae86
"Comedy,Family,Romance",5.8,true,62,Operation Christmas Drop,2020,616528458a2fde8299a2ae87
"Adventure,Horror,Mystery,Sci-Fi,Thriller",5.8,true,62,Sweetheart,2019,616528458a2fde8299a2ae89
"Action,Thriller",5.6,true,62,Triple Threat,2019,616528458a2fde8299a2ae8e
"Action,Adventure,Crime,Drama,Thriller",5.6,true,62,The Paramedic,2020,616528458a2fde8299a2ae92
"Comedy,Romance",6.4,true,62,Isi & Ossi,2020,616528458a2fde8299a2ae99
"Comedy,Drama",6.3,true,62,Sword of Trust,2019,616528458a2fde8299a2ae9d
Drama,8,true,62,Uyare,2019,616528458a2fde8299a2aea0
"Comedy,Drama",6.5,true,62,Chopsticks,2019,616528458a2fde8299a2aea2
"Drama,Romance",6.1,true,62,2 Hearts,2020,616528458a2fde8299a2aea3
"Crime,Drama,Mystery,Romance,Thriller",5.5,true,62,The Night Clerk,2020,616528458a2fde8299a2aea4
"Comedy,Music",6.1,true,62,Work It,2020,616528458a2fde8299a2aea6
"Documentary,Crime",8.2,true,62,The Three Deaths of Marisela Escobedo,2020,616528458a2fde8299a2aeae
"Comedy,Romance",5.6,true,62,Falling Inn Love,2019,616528458a2fde8299a2aeb0
"Adventure,Comedy,Drama",5.5,true,61,Wine Country,2019,616528458a2fde8299a2aeb6
"Comedy,Drama",5.9,true,61,4 latas,2019,616528458a2fde8299a2aeb8
"Comedy,Romance",5.6,true,61,The Last Summer,2019,616528458a2fde8299a2aeb9
Comedy,7.5,true,61,Seth Meyers: Lobby Baby,2019,616528458a2fde8299a2aebe
"Documentary,Biography",7.2,true,61,Audrey,2020,616528458a2fde8299a2aebf
Drama,7.3,true,61,"I'm No Longer Here",2019,616528458a2fde8299a2aec0
,8.6,true,61,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",2020,616528458a2fde8299a2aec3
Sport,5.9,true,61,"Bennett's War",2019,616528458a2fde8299a2aec5
"Drama,Horror,Thriller",5.8,true,61,1BR,2020,616528458a2fde8299a2aec8
Documentary,6.7,true,61,The Last Blockbuster,2020,616528458a2fde8299a2aecc
"Crime,Drama",6.9,true,61,Calm with Horses,2020,616528458a2fde8299a2aecf
Documentary,8.3,true,61,Dancing with the Birds,2019,616528458a2fde8299a2aed2
"Animation,Action,Crime,Drama,Mystery,Sci-Fi,Thriller",6.5,true,61,Altered Carbon: Resleeved,2020,616528458a2fde8299a2aed8
"Drama,Horror,Mystery,Thriller",6.1,true,61,"Don't Listen",2020,616528458a2fde8299a2aeda
Comedy,7.2,true,61,Wanda Sykes: Not Normal,2019,616528458a2fde8299a2aee0
"Drama,Thriller",8.5,true,61,Oththa Seruppu Size 7,2019,616528458a2fde8299a2aeea
"Crime,Drama,Thriller",5.9,true,61,Wasp Network,2020,616528458a2fde8299a2aeeb
"Drama,Thriller",5.5,true,61,Sightless,2020,616528458a2fde8299a2aef5
Comedy,7.3,true,61,Tom Segura: Ball Hog,2020,616528458a2fde8299a2aef7
"Crime,Drama,Mystery,Romance,Thriller",5.9,true,61,Earthquake Bird,2019,616528458a2fde8299a2aef8
"Drama,Romance",7.3,true,61,Your Name Engraved Herein,2020,616528458a2fde8299a2aef9
Comedy,6.1,true,60,Pete Davidson: Alive from New York,2020,616528458a2fde8299a2af0b
"Drama,Fantasy,Thriller",5.9,true,60,A Fall from Grace,2020,616528458a2fde8299a2af10
"Crime,Thriller",6.3,true,60,The Legacy of the Bones,2019,616528458a2fde8299a2af11
"Comedy,Romance",6.3,true,60,Luka Chuppi,2019,616528458a2fde8299a2af12
"Drama,Horror,Mystery,Thriller",5.1,true,60,Polaroid,2019,616528458a2fde8299a2af14
"Adventure,Comedy,Mystery,Romance,Sci-Fi",7,true,60,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,616528458a2fde8299a2af15
Documentary,7.4,true,60,This Changes Everything,2019,616528458a2fde8299a2af17
"Drama,Mystery,Romance,Thriller",6,true,60,Rebecca,2020,616528458a2fde8299a2af18
"Documentary,History",7.2,true,60,Secrets of the Saqqara Tomb,2020,616528458a2fde8299a2af1c
"Documentary,Drama",7.5,true,60,The Reason I Jump,2020,616528458a2fde8299a2af1e
"Action,Comedy,Crime,Drama,Thriller",6.9,true,60,AK vs AK,2020,616528458a2fde8299a2af23
"Action,Crime,Drama,Thriller",6.1,true,60,Rogue City,2020,616528458a2fde8299a2af25
"Animation,Adventure,Family",6.6,true,60,Dragon Quest: Your Story,2019,616528458a2fde8299a2af26
"Adventure,Comedy,Drama",7,true,60,Rose Island,2020,616528458a2fde8299a2af29
"Documentary,Music",6.9,true,60,Echo in the Canyon,2019,616528458a2fde8299a2af2b
Thriller,5.8,true,60,The Wedding Guest,2019,616528458a2fde8299a2af2c
"History,Sport,Thriller",6.2,true,60,The Coldest Game,2019,616528458a2fde8299a2af31
"Adventure,Comedy,Drama,Fantasy,Romance",5.6,true,60,The Knight Before Christmas,2019,616528458a2fde8299a2af38
"Comedy,Drama,Fantasy,Romance,Sport",7.2,true,60,Seventeen,2019,616528458a2fde8299a2af3b
Drama,6.3,true,60,Concrete Cowboy,2020,616528458a2fde8299a2af3c
"Action,Mystery,Thriller",5.7,true,60,The Vanished,2020,616528458a2fde8299a2af41
"Drama,Mystery,Thriller",5.3,true,60,Dangerous Lies,2020,616528458a2fde8299a2af43
Comedy,8,true,60,The Book of Sun,2020,616528458a2fde8299a2af45
"Horror,Thriller,War",5.5,true,60,Ghosts of War,2020,616528458a2fde8299a2af4f
"Action,Crime,Thriller",5.6,true,60,Inside Man: Most Wanted,2019,616528458a2fde8299a2af51
"Action,Crime,Drama,Thriller",6.7,true,60,Night in Paradise,2020,616528458a2fde8299a2af54
"Drama,Romance",7.1,true,60,Tune in for Love,2019,616528458a2fde8299a2af57
"Action,Drama,Thriller",6.6,true,60,Romeo Akbar Walter,2019,616528458a2fde8299a2af5c
"Horror,Thriller",4.8,true,59,Nobody Sleeps in the Woods Tonight,2020,616528458a2fde8299a2af5d
"Adventure,Drama,Sci-Fi",4.7,true,59,IO,2019,616528458a2fde8299a2af5f
"Documentary,Music",6.4,true,59,"ariana grande: excuse me, i love you",2020,616528458a2fde8299a2af67
"Action,Crime,Drama,Sci-Fi,Thriller",6.3,true,59,Time to Hunt,2020,616528458a2fde8299a2af77
"Comedy,Romance",6.9,true,59,Straight Up,2019,616528458a2fde8299a2af7d
"Comedy,Horror",5.6,true,59,Vampires vs. the Bronx,2020,616528458a2fde8299a2af7f
"Animation,Action,Adventure,Comedy,Family",7,true,59,"Rocko's Modern Life: Static Cling",2019,616528458a2fde8299a2af80
Comedy,5.2,true,59,Leslie Jones: Time Machine,2020,616528458a2fde8299a2af83
